id,type,part_of_speech,native_frequency_rating,native_frequency_label,native_frequency_notes,rated_by,rated_at,corpus_rank,register,regional_labels,contexts,tags,gender,plural,genitive_singular,is_reflexive,is_separable,auxiliary,present_er_sie_es,praeteritum,partizip_ii,valency,collocations,synonyms,antonyms,false_friends,word_family,mnemonic_hint,approved_by_native,connector_function,verb_position_effect,highlighted_example,noun_article_rule,review_status
vocab-b2-sich-gestoert-fuehlen-408702fd88,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-sich-in-die-situation-versetzen-1534717797,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-sich-in-die-situation-versetzen-7a894f257f,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-sich-krankmelden-daff7e88da,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-sich-leisten-bf9b28e82f,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-sich-richten-nach-6fa4890b80,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-sich-selbststaendig-machen-c31032bd94,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-sich-ueber-trends-informieren-d3e4bf705f,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-sich-ueberfordert-fuehlen-69f9f7f1fa,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-sich-um-eine-stelle-bewerben-047696f674,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-sich-wenden-an-fb59da3e26,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-sich-zu-tode-langweilen-1cb48beebf,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-sichern-ac9e748519,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-siezen-af3d6c5eb8,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-staendig-d42ec2683a,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-stammen-9e08fa446c,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-stecken-3677bc232d,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-steigen-b80bb41031,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-stoeren-1fc00003ca,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-streichen-58c4ba9892,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-streiten-64242b5a38,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-subventionieren-647122e3a2,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-tabu-sein-0e8c55a08c,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-taeuschen-ac717e968f,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-teamfaehig-4575a1b1ab,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-transport-und-logistik-0d582ed229,vocabulary,noun,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-ueberfliegen-954329ed77,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-uebernehmen-termin-5bb5053a7b,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-uebersichtlich-5b5a7a4bbf,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-ueberstehen-1b9bc304a1,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-ueberstunden-machen-94888630db,vocabulary,noun,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-ueberwiegend-58e4f5b4a0,vocabulary,adverb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-uebrig-sein-6d7923aa14,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-uebrigens-54b8a2c119,vocabulary,adverb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-um-etwas-bitten-a28d61617e,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-um-verstaendnis-bitten-3f600e5d41,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-um-verstaendnis-bitten-bf73706800,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-umarmen-19c5b9fe30,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-umsatz-machen-eeb6e445b0,vocabulary,noun,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-unaufdringlich-637224cab1,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-ungefaehr-2684bc66bb,vocabulary,adverb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-unter-druck-stehen-00f1f010f4,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-unterbringen-30156cbba5,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-unterbringen-43a8ce3df5,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-untergehen-fd4afef32c,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-unterlagen-zusammenstellen-b9198d10fd,vocabulary,noun,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-unterzeichnen-3cf5a1d358,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-unvermeidlich-6b50bc6989,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-unzaehlig-76abbdd7c3,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verabredung-abkommen-98178a60d4,vocabulary,noun,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verankern-d6a253eb65,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verbessern-b8c9c7e15a,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verbinden-4aa4aea41b,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verdrehen-c147f73eff,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vereinbaren-0d0f466b9e,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verfassen-6fa55cf0d3,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verfolgen-db1994e56a,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verfuegbar-sein-b61e586669,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vergnuegen-sich-946c0fdf5b,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verknuepfen-f54eadd884,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verlaufen-3d44447b0d,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verlegen-termin-9c8e90bf5c,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verletzlich-fcb76043dc,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vermehren-sich-0a39d3b594,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vermeiden-4409b8143b,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vermeintlich-4d386c61d9,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vernichten-69a3b1b3d6,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vernuenftig-a5f465a4e7,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verraten-0ab1518d5a,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verringern-c14638a7fc,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verschwinden-833d6da8b9,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verstaendnis-zeigen-0c987693ce,vocabulary,noun,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verstaendnis-zeigen-418b4352f1,vocabulary,noun,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verstellen-uhr-9d325a4c1d,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vertraglich-vereinbaren-4936559721,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vertraulich-3ff3cf3e12,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verzeihen-af9f17020d,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-verzeihung-a712d7e1ed,vocabulary,noun,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vor-allem-a00f5de8d5,vocabulary,adverb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vor-kurzem-fb2fe72e93,vocabulary,adverb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vorankommen-31e76328ad,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vorbeikommen-28fd4f850a,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vorbeikommen-fc1ce2afd5,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vorbereitungen-treffen-1dd420ba9d,vocabulary,noun,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vorgehen-gegen-8f8bd5aea3,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vorhersagbar-46b5b1e604,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-vorkommen-3dd7d928fa,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-wagen-05b7fe6d93,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-wegfallen-8fb4ee9718,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-weglaufen-eeca4f1d7e,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-weitergeben-128b79492d,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-weitsichtig-6babfb1157,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-wesentlich-07252d51bf,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-wettbewerbsfaehig-83bd3b28c4,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-widersprechen-22dc0401be,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-widersprechen-abec79b298,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-widerwillig-d350e5d798,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-widmen-d065d7dbec,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-wiederherstellen-307c31be5c,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-wischen-00d9a3a64c,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-wohingegen-dc08ec8505,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-wuerfeln-64a205eff1,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zahlbar-innerhalb-von-tagen-e70a1798f4,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zerstoeren-732b425a69,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zierlich-55de3b9cf3,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zoomen-2ef2a27887,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zufaellig-c559f7c15e,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zufrieden-sein-mit-f69a16b138,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zufuegen-ddc39713b8,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zunehmen-abnehmen-8a4da04533,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zur-kasse-begleiten-6c1d65abe3,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zur-verfuegung-stehen-11d1e3ca57,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zurueckkehren-0d2d02af29,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zuruecktreten-8bbe47c0d4,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zurueckziehen-36d57a5c93,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zusammenfassen-688b178236,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zusammenstossen-e5da73d5ac,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zusammenzaehlen-4efd61ead2,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zustaendig-sein-bc08fdaa74,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zustehen-4061b6c652,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zustimmen-0e6c442395,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zustimmen-6b9668d458,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zustimmen-94201031b2,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zustimmen-d7588f3c86,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zutrauen-607ed43221,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zuverlaessig-023681076d,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zweckmaessig-401cd8cfd5,vocabulary,adjective,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vocab-b2-zwingen-3eb6b62df2,vocabulary,verb,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
